,Nitrogen,Phosphorus,Kalium,Temperature,Crop,Crop(ID),Soil_Type,Soil_Type(ID)
29060,142.59,36.78,63.07,35.98,Wheat,Gandum,Peaty,Gambut
29061,45.62,27.46,69.91,22.58,Wheat,Gandum,Sandy,Berpasir
29062,65.19,38.13,59.82,24.52,Wheat,Gandum,Loamy,Lempung Berpasir
29063,50.12,45.67,17.03,24.15,Wheat,Gandum,Clay,Lempung
29064,127.13,67.19,78.27,30.32,Wheat,Gandum,Saline,Asin
29065,50.08,28.82,73.07,10.82,Wheat,Gandum,Saline,Asin
29066,24.42,88.78,57.4,19.93,Wheat,Gandum,Saline,Asin
29067,46.3,49.05,20.81,13.41,Wheat,Gandum,Clay,Lempung
29068,138.5,30.7,37.44,15.22,Wheat,Gandum,Peaty,Gambut
29069,85.33,49.86,44.28,28.23,Wheat,Gandum,Saline,Asin
29070,75.96,56.74,80.91,19.56,Wheat,Gandum,Peaty,Gambut
29071,125.93,36.87,51.62,10.72,Wheat,Gandum,Saline,Asin
29072,76.62,55.35,31.03,29.52,Wheat,Gandum,Clay,Lempung
29073,71.08,45.26,12.95,25.22,Wheat,Gandum,Silt,Endapan
29074,91.03,28.89,99.77,43.66,Wheat,Gandum,Loamy,Lempung Berpasir
29075,124.51,84.19,57.5,20.3,Wheat,Gandum,Silt,Endapan
29076,99.76,61.05,92.31,42.71,Wheat,Gandum,Loamy,Lempung Berpasir
29077,45.41,14.1,69.24,30.33,Wheat,Gandum,Loamy,Lempung Berpasir
29078,61.95,23.06,71.0,42.39,Wheat,Gandum,Clay,Lempung
29079,64.59,17.9,25.21,40.32,Wheat,Gandum,Saline,Asin
29080,95.47,12.93,65.66,43.69,Wheat,Gandum,Silt,Endapan
29081,40.27,26.51,91.67,12.25,Wheat,Gandum,Silt,Endapan
29082,104.31,52.68,73.13,24.0,Wheat,Gandum,Sandy,Berpasir
29083,60.08,10.71,51.84,13.27,Wheat,Gandum,Loamy,Lempung Berpasir
29084,35.28,41.64,90.59,20.17,Wheat,Gandum,Saline,Asin
29085,67.08,89.36,80.65,13.15,Wheat,Gandum,Silt,Endapan
29086,35.24,76.2,11.01,23.4,Wheat,Gandum,Sandy,Berpasir
29087,112.71,35.02,45.64,39.72,Wheat,Gandum,Saline,Asin
29088,44.55,51.18,92.58,35.24,Wheat,Gandum,Clay,Lempung
29089,102.98,54.35,76.47,43.47,Wheat,Gandum,Saline,Asin
29090,144.51,79.19,84.82,42.62,Wheat,Gandum,Saline,Asin
29091,117.24,51.38,80.31,19.41,Wheat,Gandum,Clay,Lempung
29092,127.22,43.96,60.55,32.94,Wheat,Gandum,Loamy,Lempung Berpasir
29093,49.19,14.78,42.68,22.94,Wheat,Gandum,Sandy,Berpasir
29094,107.1,67.5,72.29,21.2,Wheat,Gandum,Silt,Endapan
29095,137.82,41.86,66.65,21.31,Wheat,Gandum,Loamy,Lempung Berpasir
29096,142.26,57.07,73.98,31.88,Wheat,Gandum,Peaty,Gambut
29097,63.03,62.66,58.44,10.81,Wheat,Gandum,Peaty,Gambut
29098,24.01,80.92,60.04,12.92,Wheat,Gandum,Silt,Endapan
29099,13.59,19.2,80.35,13.42,Wheat,Gandum,Sandy,Berpasir
29100,80.68,72.07,53.02,37.79,Wheat,Gandum,Clay,Lempung
29101,64.45,52.19,66.87,44.17,Wheat,Gandum,Clay,Lempung
29102,35.32,82.2,62.84,15.95,Wheat,Gandum,Saline,Asin
29103,130.83,11.77,13.8,43.54,Wheat,Gandum,Sandy,Berpasir
29104,121.78,37.23,30.55,43.44,Wheat,Gandum,Peaty,Gambut
29105,106.3,76.57,91.63,42.29,Wheat,Gandum,Sandy,Berpasir
29106,10.15,65.91,95.07,31.61,Wheat,Gandum,Sandy,Berpasir
29107,63.42,54.29,62.99,35.01,Wheat,Gandum,Clay,Lempung
29108,8.24,13.58,38.03,13.21,Wheat,Gandum,Saline,Asin
29109,87.45,89.8,50.24,34.81,Wheat,Gandum,Sandy,Berpasir
29110,106.19,57.14,11.3,43.8,Wheat,Gandum,Silt,Endapan
29111,146.02,23.76,81.86,11.48,Wheat,Gandum,Sandy,Berpasir
29112,40.17,64.98,54.19,30.14,Wheat,Gandum,Peaty,Gambut
29113,61.46,13.13,85.72,39.92,Wheat,Gandum,Peaty,Gambut
29114,54.36,9.72,94.17,41.27,Wheat,Gandum,Peaty,Gambut
29115,107.89,77.93,12.55,44.34,Wheat,Gandum,Clay,Lempung
29116,88.97,33.14,67.53,27.99,Wheat,Gandum,Loamy,Lempung Berpasir
29117,77.47,59.53,44.8,22.57,Wheat,Gandum,Loamy,Lempung Berpasir
29118,127.69,15.06,91.11,35.62,Wheat,Gandum,Peaty,Gambut
29119,59.46,85.78,80.32,37.95,Wheat,Gandum,Silt,Endapan
29120,56.35,36.48,61.43,29.64,Wheat,Gandum,Peaty,Gambut
29121,79.96,54.36,22.05,22.68,Wheat,Gandum,Peaty,Gambut
29122,14.33,46.51,37.17,26.63,Wheat,Gandum,Sandy,Berpasir
29123,7.22,13.81,27.25,16.38,Wheat,Gandum,Sandy,Berpasir
29124,62.29,37.33,57.96,26.07,Wheat,Gandum,Silt,Endapan
29125,115.94,19.86,30.34,14.83,Wheat,Gandum,Loamy,Lempung Berpasir
29126,7.0,22.3,97.64,19.56,Wheat,Gandum,Peaty,Gambut
29127,114.45,44.67,26.33,22.83,Wheat,Gandum,Sandy,Berpasir
29128,24.61,7.09,42.6,25.24,Wheat,Gandum,Loamy,Lempung Berpasir
29129,121.04,87.22,64.2,14.24,Wheat,Gandum,Clay,Lempung
29130,109.83,88.76,19.71,20.74,Wheat,Gandum,Peaty,Gambut
29131,23.05,61.94,80.73,15.24,Wheat,Gandum,Loamy,Lempung Berpasir
29132,24.44,78.98,90.05,11.49,Wheat,Gandum,Clay,Lempung
29133,96.13,27.35,33.96,13.14,Wheat,Gandum,Peaty,Gambut
29134,95.53,59.87,31.04,19.82,Wheat,Gandum,Clay,Lempung
29135,71.67,42.98,61.98,35.69,Wheat,Gandum,Loamy,Lempung Berpasir
29136,118.98,74.29,42.26,28.0,Wheat,Gandum,Peaty,Gambut
29137,85.32,69.77,63.47,21.76,Wheat,Gandum,Silt,Endapan
29138,138.34,30.55,64.59,32.26,Wheat,Gandum,Loamy,Lempung Berpasir
29139,119.65,59.03,51.22,20.74,Wheat,Gandum,Sandy,Berpasir
29140,12.12,13.67,60.42,20.59,Wheat,Gandum,Loamy,Lempung Berpasir
29141,86.09,80.03,25.47,42.98,Wheat,Gandum,Saline,Asin
29142,12.44,26.72,75.03,31.35,Wheat,Gandum,Peaty,Gambut
29143,88.72,79.57,52.57,28.68,Wheat,Gandum,Silt,Endapan
29144,19.69,86.41,58.37,10.92,Wheat,Gandum,Clay,Lempung
29145,36.32,78.75,10.01,36.54,Wheat,Gandum,Loamy,Lempung Berpasir
29146,142.96,72.35,87.02,15.23,Wheat,Gandum,Sandy,Berpasir
29147,75.1,18.18,26.61,16.38,Wheat,Gandum,Sandy,Berpasir
29148,129.69,35.28,25.92,10.7,Wheat,Gandum,Sandy,Berpasir
29149,29.81,21.46,81.02,40.5,Wheat,Gandum,Loamy,Lempung Berpasir
29150,92.02,21.12,83.92,37.56,Wheat,Gandum,Peaty,Gambut
29151,119.45,38.33,82.17,28.54,Wheat,Gandum,Silt,Endapan
29152,59.73,6.3,52.79,18.43,Wheat,Gandum,Peaty,Gambut
29153,111.73,71.9,54.7,29.07,Wheat,Gandum,Silt,Endapan
29154,26.16,29.4,82.06,18.45,Wheat,Gandum,Silt,Endapan
29155,86.93,26.1,80.69,38.03,Wheat,Gandum,Saline,Asin
29156,12.03,40.28,55.2,30.39,Wheat,Gandum,Clay,Lempung
29157,97.34,80.36,92.67,17.28,Wheat,Gandum,Clay,Lempung
29158,104.95,66.27,50.08,26.55,Wheat,Gandum,Clay,Lempung
29159,147.01,72.93,57.55,34.82,Wheat,Gandum,Clay,Lempung
29160,107.22,76.9,27.76,19.93,Wheat,Gandum,Saline,Asin
29161,34.96,63.37,34.07,26.68,Wheat,Gandum,Saline,Asin
29162,70.94,28.55,50.55,26.86,Wheat,Gandum,Peaty,Gambut
29163,98.16,43.66,79.36,31.64,Wheat,Gandum,Loamy,Lempung Berpasir
29164,124.68,41.48,13.53,30.04,Wheat,Gandum,Clay,Lempung
29165,34.72,18.36,18.01,13.62,Wheat,Gandum,Silt,Endapan
29166,111.24,30.33,63.41,40.55,Wheat,Gandum,Peaty,Gambut
29167,60.38,15.56,95.87,16.06,Wheat,Gandum,Clay,Lempung
29168,45.29,75.34,22.25,41.69,Wheat,Gandum,Silt,Endapan
29169,134.43,8.3,60.86,26.98,Wheat,Gandum,Peaty,Gambut
29170,18.5,68.65,71.52,19.35,Wheat,Gandum,Peaty,Gambut
29171,148.1,39.59,11.67,10.9,Wheat,Gandum,Loamy,Lempung Berpasir
29172,103.47,69.62,41.34,23.03,Wheat,Gandum,Clay,Lempung
29173,31.77,48.67,22.18,36.9,Wheat,Gandum,Loamy,Lempung Berpasir
29174,11.87,83.12,58.65,40.09,Wheat,Gandum,Silt,Endapan
29175,77.86,9.63,83.18,10.15,Wheat,Gandum,Sandy,Berpasir
29176,131.94,33.24,24.22,41.39,Wheat,Gandum,Sandy,Berpasir
29177,105.59,73.51,88.98,42.31,Wheat,Gandum,Sandy,Berpasir
29178,39.66,10.71,88.68,16.92,Wheat,Gandum,Silt,Endapan
29179,25.7,12.38,43.81,39.94,Wheat,Gandum,Loamy,Lempung Berpasir
29180,38.85,59.91,21.07,36.87,Wheat,Gandum,Sandy,Berpasir
29181,104.83,86.26,41.57,36.81,Wheat,Gandum,Peaty,Gambut
29182,81.14,11.63,36.32,32.13,Wheat,Gandum,Clay,Lempung
29183,44.5,35.03,61.22,27.98,Wheat,Gandum,Loamy,Lempung Berpasir
29184,112.45,17.37,21.72,43.74,Wheat,Gandum,Silt,Endapan
29185,145.75,70.07,95.73,28.07,Wheat,Gandum,Peaty,Gambut
29186,129.49,19.84,21.63,29.75,Wheat,Gandum,Sandy,Berpasir
29187,61.67,13.84,88.33,18.77,Wheat,Gandum,Loamy,Lempung Berpasir
29188,129.2,9.3,24.56,36.99,Wheat,Gandum,Sandy,Berpasir
29189,123.6,20.94,89.46,20.91,Wheat,Gandum,Loamy,Lempung Berpasir
29190,20.48,36.28,23.21,36.89,Wheat,Gandum,Sandy,Berpasir
29191,30.73,21.03,26.64,23.98,Wheat,Gandum,Saline,Asin
29192,8.18,45.02,40.69,23.71,Wheat,Gandum,Clay,Lempung
29193,130.5,37.04,46.9,34.06,Wheat,Gandum,Sandy,Berpasir
29194,149.24,53.26,50.23,15.67,Wheat,Gandum,Peaty,Gambut
29195,140.21,34.94,89.97,33.43,Wheat,Gandum,Sandy,Berpasir
29196,6.19,7.2,35.13,40.14,Wheat,Gandum,Clay,Lempung
29197,24.29,52.07,98.09,35.06,Wheat,Gandum,Saline,Asin
29198,21.56,37.56,30.14,29.06,Wheat,Gandum,Saline,Asin
29199,119.93,82.44,45.89,22.05,Wheat,Gandum,Sandy,Berpasir
29200,48.34,71.41,34.34,37.65,Wheat,Gandum,Clay,Lempung
29201,144.03,77.09,81.09,15.47,Wheat,Gandum,Saline,Asin
29202,82.93,60.18,52.68,13.76,Wheat,Gandum,Peaty,Gambut
29203,77.63,78.72,19.41,25.58,Wheat,Gandum,Sandy,Berpasir
29204,7.68,48.02,50.03,42.55,Wheat,Gandum,Clay,Lempung
29205,76.63,42.61,56.61,41.63,Wheat,Gandum,Silt,Endapan
29206,110.57,18.58,31.31,10.86,Wheat,Gandum,Sandy,Berpasir
29207,59.97,80.62,48.69,36.7,Wheat,Gandum,Sandy,Berpasir
29208,34.98,65.06,11.01,17.51,Wheat,Gandum,Loamy,Lempung Berpasir
29209,59.09,89.86,97.51,44.82,Wheat,Gandum,Silt,Endapan
29210,136.49,88.04,68.95,34.5,Wheat,Gandum,Saline,Asin
29211,101.49,52.8,76.74,16.27,Wheat,Gandum,Silt,Endapan
29212,148.4,37.66,95.5,41.2,Wheat,Gandum,Clay,Lempung
29213,88.67,26.01,80.04,39.91,Wheat,Gandum,Clay,Lempung
29214,136.14,60.94,68.52,33.32,Wheat,Gandum,Loamy,Lempung Berpasir
29215,78.38,47.88,81.78,13.75,Wheat,Gandum,Clay,Lempung
29216,149.9,53.54,69.04,37.32,Wheat,Gandum,Silt,Endapan
29217,11.21,73.52,16.98,18.77,Wheat,Gandum,Loamy,Lempung Berpasir
29218,114.79,67.45,44.62,37.2,Wheat,Gandum,Loamy,Lempung Berpasir
29219,78.75,6.64,42.88,26.74,Wheat,Gandum,Sandy,Berpasir
29220,6.83,84.05,83.77,26.98,Wheat,Gandum,Clay,Lempung
29221,5.42,74.64,51.1,26.71,Wheat,Gandum,Clay,Lempung
29222,110.02,70.45,65.46,20.76,Wheat,Gandum,Sandy,Berpasir
29223,146.5,19.12,80.88,13.26,Wheat,Gandum,Sandy,Berpasir
29224,58.18,57.12,72.02,20.44,Wheat,Gandum,Peaty,Gambut
29225,130.02,80.76,18.2,37.36,Wheat,Gandum,Loamy,Lempung Berpasir
29226,69.45,11.48,55.25,11.6,Wheat,Gandum,Loamy,Lempung Berpasir
29227,149.92,13.38,85.32,11.43,Wheat,Gandum,Loamy,Lempung Berpasir
29228,116.6,29.73,47.44,29.51,Wheat,Gandum,Peaty,Gambut
29229,19.78,86.47,62.77,41.58,Wheat,Gandum,Peaty,Gambut
29230,136.1,26.13,83.22,17.32,Wheat,Gandum,Peaty,Gambut
29231,134.49,13.58,97.67,32.69,Wheat,Gandum,Sandy,Berpasir
29232,11.46,23.64,72.41,19.39,Wheat,Gandum,Sandy,Berpasir
29233,29.01,62.22,45.53,36.94,Wheat,Gandum,Sandy,Berpasir
29234,86.07,22.1,46.42,11.69,Wheat,Gandum,Silt,Endapan
29235,44.78,24.88,90.72,34.12,Wheat,Gandum,Silt,Endapan
29236,10.39,42.38,48.74,29.35,Wheat,Gandum,Silt,Endapan
29237,130.61,18.0,70.31,27.37,Wheat,Gandum,Saline,Asin
29238,131.36,25.62,13.33,37.75,Wheat,Gandum,Saline,Asin
29239,110.64,56.03,28.28,19.34,Wheat,Gandum,Clay,Lempung
29240,9.72,9.7,59.92,13.58,Wheat,Gandum,Peaty,Gambut
29241,119.95,10.39,48.24,28.38,Wheat,Gandum,Clay,Lempung
29242,67.78,21.74,20.42,42.32,Wheat,Gandum,Silt,Endapan
29243,117.69,17.87,50.0,23.13,Wheat,Gandum,Clay,Lempung
29244,10.36,80.01,45.32,19.19,Wheat,Gandum,Loamy,Lempung Berpasir
29245,10.35,64.19,33.32,39.94,Wheat,Gandum,Clay,Lempung
29246,104.67,17.62,14.9,39.6,Wheat,Gandum,Silt,Endapan
29247,108.74,17.69,54.7,38.26,Wheat,Gandum,Silt,Endapan
29248,10.07,23.55,63.87,24.02,Wheat,Gandum,Saline,Asin
29249,10.45,44.32,98.54,33.65,Wheat,Gandum,Saline,Asin
29250,66.71,59.52,97.57,41.3,Wheat,Gandum,Silt,Endapan
29251,64.37,61.64,50.06,21.68,Wheat,Gandum,Silt,Endapan
29252,33.09,60.47,68.88,26.91,Wheat,Gandum,Clay,Lempung
29253,41.42,79.02,81.41,30.38,Wheat,Gandum,Clay,Lempung
29254,125.97,18.8,48.0,28.6,Wheat,Gandum,Clay,Lempung
29255,46.35,38.21,80.89,18.08,Wheat,Gandum,Saline,Asin
29256,96.14,70.29,27.29,37.78,Wheat,Gandum,Sandy,Berpasir
29257,72.25,12.51,23.06,21.47,Wheat,Gandum,Peaty,Gambut
29258,84.48,81.78,37.35,40.26,Wheat,Gandum,Clay,Lempung
29259,103.59,19.95,25.04,33.76,Wheat,Gandum,Silt,Endapan
29260,20.13,16.81,43.2,36.98,Wheat,Gandum,Sandy,Berpasir
29261,7.61,58.0,98.41,18.52,Wheat,Gandum,Peaty,Gambut
29262,22.53,24.83,33.19,24.35,Wheat,Gandum,Peaty,Gambut
29263,113.97,36.29,39.45,39.28,Wheat,Gandum,Clay,Lempung
29264,70.4,81.84,97.07,34.19,Wheat,Gandum,Silt,Endapan
29265,129.08,30.98,37.04,22.53,Wheat,Gandum,Loamy,Lempung Berpasir
29266,64.5,54.25,33.08,42.35,Wheat,Gandum,Silt,Endapan
29267,57.11,7.06,21.12,22.9,Wheat,Gandum,Sandy,Berpasir
29268,57.3,56.61,89.21,39.09,Wheat,Gandum,Silt,Endapan
29269,100.4,10.64,28.37,37.0,Wheat,Gandum,Saline,Asin
29270,16.25,22.92,44.0,36.38,Wheat,Gandum,Saline,Asin
29271,74.59,14.02,50.87,38.71,Wheat,Gandum,Silt,Endapan
29272,50.57,54.35,56.05,31.24,Wheat,Gandum,Silt,Endapan
29273,100.86,24.12,48.73,32.88,Wheat,Gandum,Loamy,Lempung Berpasir
29274,36.37,33.29,85.81,13.89,Wheat,Gandum,Peaty,Gambut
29275,118.06,39.39,13.88,42.88,Wheat,Gandum,Clay,Lempung
29276,118.4,7.44,54.31,20.76,Wheat,Gandum,Sandy,Berpasir
29277,47.15,86.32,93.7,22.35,Wheat,Gandum,Sandy,Berpasir
29278,112.75,56.43,41.73,28.47,Wheat,Gandum,Sandy,Berpasir
29279,108.42,79.62,57.47,40.62,Wheat,Gandum,Loamy,Lempung Berpasir
29280,34.77,73.71,22.13,34.2,Wheat,Gandum,Saline,Asin
29281,39.7,20.79,33.75,41.36,Wheat,Gandum,Clay,Lempung
29282,88.76,83.78,27.75,21.33,Wheat,Gandum,Sandy,Berpasir
29283,123.42,15.21,40.18,21.65,Wheat,Gandum,Loamy,Lempung Berpasir
29284,35.13,61.12,27.89,23.46,Wheat,Gandum,Clay,Lempung
29285,132.34,85.59,55.26,28.41,Wheat,Gandum,Peaty,Gambut
29286,72.44,25.21,66.83,31.07,Wheat,Gandum,Peaty,Gambut
29287,128.6,80.58,45.41,17.84,Wheat,Gandum,Silt,Endapan
29288,121.68,88.25,48.22,10.49,Wheat,Gandum,Clay,Lempung
29289,90.72,40.2,70.27,25.38,Wheat,Gandum,Clay,Lempung
29290,130.79,75.5,47.68,31.03,Wheat,Gandum,Clay,Lempung
29291,8.07,84.39,51.7,24.58,Wheat,Gandum,Saline,Asin
29292,85.65,55.74,82.89,38.37,Wheat,Gandum,Silt,Endapan
29293,72.43,78.32,81.28,32.14,Wheat,Gandum,Loamy,Lempung Berpasir
29294,40.19,9.1,80.87,32.35,Wheat,Gandum,Sandy,Berpasir
29295,142.0,78.27,65.66,42.01,Wheat,Gandum,Peaty,Gambut
29296,110.27,73.47,16.54,33.68,Wheat,Gandum,Loamy,Lempung Berpasir
29297,139.15,79.54,76.81,32.85,Wheat,Gandum,Loamy,Lempung Berpasir
29298,144.33,64.08,39.7,28.4,Wheat,Gandum,Saline,Asin
29299,129.26,73.22,38.72,19.83,Wheat,Gandum,Saline,Asin
29300,140.89,58.44,14.83,31.97,Wheat,Gandum,Silt,Endapan
29301,33.98,71.74,35.76,36.13,Wheat,Gandum,Sandy,Berpasir
29302,50.66,13.68,82.79,37.4,Wheat,Gandum,Saline,Asin
29303,57.95,83.4,14.53,18.53,Wheat,Gandum,Clay,Lempung
29304,75.22,11.77,82.79,15.07,Wheat,Gandum,Sandy,Berpasir
29305,111.81,6.84,19.16,10.24,Wheat,Gandum,Sandy,Berpasir
29306,125.26,18.95,86.15,30.18,Wheat,Gandum,Loamy,Lempung Berpasir
29307,89.46,50.77,36.5,37.17,Wheat,Gandum,Sandy,Berpasir
29308,81.2,26.1,68.49,24.34,Wheat,Gandum,Silt,Endapan
29309,103.29,49.28,64.85,20.54,Wheat,Gandum,Saline,Asin
29310,84.21,29.37,45.38,37.8,Wheat,Gandum,Saline,Asin
29311,128.48,35.11,12.89,17.94,Wheat,Gandum,Sandy,Berpasir
29312,48.96,6.21,91.89,22.15,Wheat,Gandum,Clay,Lempung
29313,7.23,30.9,27.06,44.96,Wheat,Gandum,Silt,Endapan
29314,95.5,68.65,85.63,35.7,Wheat,Gandum,Silt,Endapan
29315,25.34,84.57,59.65,15.95,Wheat,Gandum,Saline,Asin
29316,144.07,87.31,38.13,26.63,Wheat,Gandum,Silt,Endapan
29317,90.26,67.53,53.76,15.44,Wheat,Gandum,Loamy,Lempung Berpasir
29318,123.95,71.99,68.99,11.0,Wheat,Gandum,Silt,Endapan
29319,28.85,44.13,51.44,36.78,Wheat,Gandum,Sandy,Berpasir
29320,109.32,87.24,33.02,12.69,Wheat,Gandum,Clay,Lempung
29321,64.69,43.07,16.83,42.8,Wheat,Gandum,Sandy,Berpasir
29322,134.73,10.83,96.9,35.26,Wheat,Gandum,Peaty,Gambut
29323,69.69,50.49,30.3,10.72,Wheat,Gandum,Sandy,Berpasir
29324,117.19,14.63,90.14,26.1,Wheat,Gandum,Peaty,Gambut
29325,12.62,71.05,69.16,28.5,Wheat,Gandum,Saline,Asin
29326,140.94,43.95,96.9,30.91,Wheat,Gandum,Silt,Endapan
29327,96.28,85.01,27.74,15.94,Wheat,Gandum,Loamy,Lempung Berpasir
29328,34.05,6.95,37.51,14.33,Wheat,Gandum,Peaty,Gambut
29329,110.52,23.43,59.16,14.22,Wheat,Gandum,Sandy,Berpasir
29330,93.28,33.84,66.99,11.44,Wheat,Gandum,Peaty,Gambut
29331,39.45,63.44,97.7,22.01,Wheat,Gandum,Silt,Endapan
29332,132.3,43.51,17.7,31.73,Wheat,Gandum,Sandy,Berpasir
29333,57.42,33.16,47.73,43.69,Wheat,Gandum,Sandy,Berpasir
29334,6.77,33.52,73.78,23.24,Wheat,Gandum,Peaty,Gambut
29335,115.01,75.27,29.35,21.42,Wheat,Gandum,Loamy,Lempung Berpasir
29336,100.73,62.77,82.23,25.31,Wheat,Gandum,Saline,Asin
29337,7.8,86.72,72.92,20.51,Wheat,Gandum,Clay,Lempung
29338,27.5,79.6,90.85,11.13,Wheat,Gandum,Sandy,Berpasir
29339,62.01,45.26,85.68,12.59,Wheat,Gandum,Clay,Lempung
29340,147.17,66.8,44.81,28.41,Wheat,Gandum,Sandy,Berpasir
29341,30.79,61.47,65.38,37.43,Wheat,Gandum,Saline,Asin
29342,8.85,73.69,97.9,29.97,Wheat,Gandum,Loamy,Lempung Berpasir
29343,140.84,11.18,38.04,32.24,Wheat,Gandum,Clay,Lempung
29344,81.37,69.82,52.59,25.84,Wheat,Gandum,Peaty,Gambut
29345,23.58,86.48,44.24,35.4,Wheat,Gandum,Peaty,Gambut
29346,117.29,11.26,18.76,23.58,Wheat,Gandum,Saline,Asin
29347,67.2,84.07,17.8,24.27,Wheat,Gandum,Loamy,Lempung Berpasir
29348,37.02,80.8,27.76,18.32,Wheat,Gandum,Saline,Asin
29349,34.75,58.06,10.18,25.43,Wheat,Gandum,Silt,Endapan
29350,127.02,74.93,45.76,34.32,Wheat,Gandum,Peaty,Gambut
29351,51.58,15.18,91.55,11.49,Wheat,Gandum,Loamy,Lempung Berpasir
29352,57.18,56.68,63.28,41.83,Wheat,Gandum,Silt,Endapan
29353,25.32,79.01,50.46,34.52,Wheat,Gandum,Silt,Endapan
29354,99.36,13.27,13.52,39.11,Wheat,Gandum,Peaty,Gambut
29355,64.81,80.67,86.27,17.26,Wheat,Gandum,Clay,Lempung
29356,57.26,33.7,39.52,29.75,Wheat,Gandum,Saline,Asin
29357,116.64,36.25,24.53,40.52,Wheat,Gandum,Loamy,Lempung Berpasir
29358,11.02,83.74,77.92,13.29,Wheat,Gandum,Loamy,Lempung Berpasir
29359,109.62,8.92,83.56,36.44,Wheat,Gandum,Clay,Lempung
29360,70.36,52.84,96.1,28.4,Wheat,Gandum,Clay,Lempung
29361,25.01,67.88,29.27,30.67,Wheat,Gandum,Silt,Endapan
29362,43.07,29.39,70.94,25.03,Wheat,Gandum,Silt,Endapan
29363,106.32,14.55,42.58,39.41,Wheat,Gandum,Loamy,Lempung Berpasir
29364,23.69,71.78,40.23,34.48,Wheat,Gandum,Peaty,Gambut
29365,6.47,73.99,90.03,35.16,Wheat,Gandum,Loamy,Lempung Berpasir
29366,58.17,70.32,42.86,37.43,Wheat,Gandum,Clay,Lempung
29367,71.52,61.25,30.53,10.05,Wheat,Gandum,Silt,Endapan
29368,45.52,20.29,19.31,17.63,Wheat,Gandum,Peaty,Gambut
29369,21.77,74.62,74.58,18.38,Wheat,Gandum,Peaty,Gambut
29370,80.77,15.84,17.94,38.07,Wheat,Gandum,Silt,Endapan
29371,10.89,12.07,46.08,37.46,Wheat,Gandum,Loamy,Lempung Berpasir
29372,64.63,63.74,52.18,13.13,Wheat,Gandum,Clay,Lempung
29373,82.26,61.68,28.74,25.2,Wheat,Gandum,Peaty,Gambut
29374,112.81,47.52,83.51,39.11,Wheat,Gandum,Clay,Lempung
29375,54.08,78.19,65.69,21.34,Wheat,Gandum,Silt,Endapan
29376,69.96,86.59,67.26,32.1,Wheat,Gandum,Clay,Lempung
29377,12.85,74.35,36.23,33.54,Wheat,Gandum,Peaty,Gambut
29378,102.28,85.19,80.85,29.39,Wheat,Gandum,Silt,Endapan
29379,98.45,37.35,64.15,44.96,Wheat,Gandum,Loamy,Lempung Berpasir
29380,92.28,21.51,51.41,36.11,Wheat,Gandum,Peaty,Gambut
29381,68.04,36.0,57.2,35.89,Wheat,Gandum,Clay,Lempung
29382,57.06,61.08,16.79,21.28,Wheat,Gandum,Silt,Endapan
29383,74.47,42.2,31.34,16.26,Wheat,Gandum,Sandy,Berpasir
29384,58.64,30.45,14.31,16.55,Wheat,Gandum,Sandy,Berpasir
29385,62.72,58.27,26.16,37.51,Wheat,Gandum,Loamy,Lempung Berpasir
29386,78.53,74.38,95.85,18.08,Wheat,Gandum,Loamy,Lempung Berpasir
29387,97.32,46.32,11.05,29.24,Wheat,Gandum,Sandy,Berpasir
29388,84.64,24.63,70.74,19.07,Wheat,Gandum,Loamy,Lempung Berpasir
29389,134.57,74.53,87.47,37.91,Wheat,Gandum,Sandy,Berpasir
29390,25.31,18.72,36.9,22.3,Wheat,Gandum,Peaty,Gambut
29391,77.76,69.18,86.35,21.9,Wheat,Gandum,Sandy,Berpasir
29392,57.09,69.47,21.27,35.22,Wheat,Gandum,Saline,Asin
29393,97.88,7.67,52.82,35.41,Wheat,Gandum,Peaty,Gambut
29394,132.06,70.66,37.01,32.52,Wheat,Gandum,Silt,Endapan
29395,79.97,29.96,96.88,32.07,Wheat,Gandum,Sandy,Berpasir
29396,57.41,50.15,34.08,18.44,Wheat,Gandum,Sandy,Berpasir
29397,53.62,37.04,46.35,15.95,Wheat,Gandum,Silt,Endapan
29398,63.38,49.75,59.14,21.24,Wheat,Gandum,Silt,Endapan
29399,143.03,41.9,74.88,43.36,Wheat,Gandum,Clay,Lempung
29400,66.48,7.8,68.28,32.53,Wheat,Gandum,Clay,Lempung
29401,116.32,81.7,28.97,20.76,Wheat,Gandum,Peaty,Gambut
29402,83.92,12.58,39.72,33.63,Wheat,Gandum,Loamy,Lempung Berpasir
29403,55.57,50.03,60.7,41.56,Wheat,Gandum,Clay,Lempung
29404,23.3,34.61,17.19,17.8,Wheat,Gandum,Sandy,Berpasir
29405,77.91,39.01,46.52,11.99,Wheat,Gandum,Silt,Endapan
29406,56.56,49.86,13.87,43.52,Wheat,Gandum,Loamy,Lempung Berpasir
29407,124.59,7.22,78.68,10.85,Wheat,Gandum,Clay,Lempung
29408,144.8,39.39,41.57,28.25,Wheat,Gandum,Sandy,Berpasir
29409,139.28,24.72,83.77,15.89,Wheat,Gandum,Sandy,Berpasir
29410,79.3,82.09,63.42,14.98,Wheat,Gandum,Sandy,Berpasir
29411,104.55,56.48,12.96,11.0,Wheat,Gandum,Sandy,Berpasir
29412,56.29,12.58,45.32,39.99,Wheat,Gandum,Peaty,Gambut
