Nitrogen,Phosphorus,Potassium,Temperature,Humidity,Moisture,pH_Value,Rainfall,Crop,Soil_Type,Variety,Fertilizer
130.12,15.41,44.11,32.98,34.65,N/A,4.83,150.54,Wheat,Saline,Durum,N/A
103.18,50.37,21.70,21.55,67.38,N/A,6.87,149.81,Wheat,Silt,Durum,N/A
38.59,15.91,47.70,44.01,78.37,N/A,6.74,369.49,Wheat,Clay,Durum,N/A
25.43,73.02,15.58,14.59,90.59,N/A,5.48,108.86,Wheat,Silt,Soft Red,N/A
91.91,18.10,97.94,28.49,80.30,N/A,4.99,39.74,Wheat,Silt,Soft Red,N/A
82.82,11.56,95.52,33.08,53.06,N/A,5.68,57.62,Wheat,Saline,Durum,N/A
128.93,31.52,82.02,19.69,81.52,N/A,7.72,52.21,Wheat,Peaty,Hard Red,N/A
47.92,15.39,96.30,37.47,63.08,N/A,7.58,339.84,Wheat,Clay,Soft Red,N/A
133.74,13.23,89.63,44.51,70.10,N/A,5.67,373.38,Wheat,Silt,Soft Red,N/A
109.73,22.78,83.35,22.57,98.33,N/A,5.19,74.37,Wheat,Silt,Durum,N/A
128.29,80.17,94.38,17.46,51.86,N/A,5.52,109.17,Wheat,Saline,Durum,N/A
121.35,70.51,17.40,30.13,39.36,N/A,7.54,335.23,Wheat,Silt,Hard Red,N/A
85.15,64.87,28.96,35.27,44.81,N/A,5.10,132.66,Wheat,Silt,Soft Red,N/A
86.11,19.47,13.56,43.76,82.06,N/A,6.58,118.90,Wheat,Clay,Durum,N/A
5.27,38.98,70.54,31.72,60.28,N/A,7.03,198.38,Wheat,Sandy,Durum,N/A
110.00,66.20,84.24,10.80,85.45,N/A,4.54,88.44,Wheat,Peaty,Soft Red,N/A
10.24,47.97,30.74,20.88,58.52,N/A,7.59,341.32,Wheat,Sandy,Soft Red,N/A
23.83,13.10,75.51,39.22,50.33,N/A,7.48,367.99,Wheat,Peaty,Hard Red,N/A
130.39,58.57,74.50,21.67,90.57,N/A,6.48,46.99,Wheat,Peaty,Hard Red,N/A
137.46,6.41,15.65,34.33,95.50,N/A,5.31,92.04,Wheat,Clay,Durum,N/A
48.98,12.06,19.96,20.27,78.78,N/A,5.57,166.63,Wheat,Peaty,Hard Red,N/A
79.26,62.04,54.49,11.38,78.49,N/A,6.92,78.09,Wheat,Peaty,Soft Red,N/A
118.45,35.23,88.10,22.62,39.37,N/A,6.45,399.36,Wheat,Silt,Hard Red,N/A
7.69,76.86,72.88,42.63,75.65,N/A,7.70,297.87,Wheat,Sandy,Soft Red,N/A
27.56,26.25,10.44,19.81,99.04,N/A,4.75,321.80,Wheat,Silt,Hard Red,N/A
87.99,78.32,86.25,23.26,31.97,N/A,5.74,149.41,Wheat,Sandy,Durum,N/A
106.71,65.90,25.51,42.69,43.58,N/A,5.25,124.47,Wheat,Loamy,Hard Red,N/A
10.02,70.14,79.13,35.44,41.22,N/A,6.53,41.63,Wheat,Clay,Hard Red,N/A
138.65,35.48,33.36,25.14,57.01,N/A,7.64,247.23,Wheat,Clay,Hard Red,N/A
86.30,87.81,49.51,39.38,88.90,N/A,4.66,226.54,Wheat,Clay,Durum,N/A
101.63,22.21,59.24,17.24,95.96,N/A,4.69,178.58,Wheat,Sandy,Soft Red,N/A
40.43,30.66,50.44,44.30,95.96,N/A,6.06,244.69,Wheat,Silt,Durum,N/A
13.09,65.04,77.35,11.02,34.74,N/A,4.96,184.60,Wheat,Silt,Hard Red,N/A
104.08,64.56,84.84,13.14,44.27,N/A,4.74,360.65,Wheat,Loamy,Hard Red,N/A
122.06,40.72,40.84,36.85,48.02,N/A,4.55,213.42,Wheat,Loamy,Hard Red,N/A
49.97,71.22,54.22,29.18,30.12,N/A,6.33,268.16,Wheat,Peaty,Hard Red,N/A
27.12,26.37,51.72,19.30,43.53,N/A,4.68,130.98,Wheat,Saline,Soft Red,N/A
138.78,62.76,52.79,23.39,57.34,N/A,5.83,88.03,Wheat,Clay,Durum,N/A
126.70,54.56,50.95,20.02,96.79,N/A,6.66,294.15,Wheat,Sandy,Soft Red,N/A
81.42,74.63,52.71,42.34,47.11,N/A,4.76,151.49,Wheat,Silt,Hard Red,N/A
130.99,40.78,11.48,31.56,59.83,N/A,6.69,42.80,Wheat,Saline,Soft Red,N/A
15.87,10.85,75.98,26.32,82.14,N/A,5.24,184.59,Wheat,Clay,Soft Red,N/A
46.09,34.48,73.17,16.40,56.21,N/A,5.76,155.84,Wheat,Loamy,Durum,N/A
125.57,76.90,41.51,41.28,92.45,N/A,4.69,239.81,Wheat,Saline,Hard Red,N/A
41.61,87.46,75.76,38.00,62.96,N/A,5.33,179.44,Wheat,Saline,Soft Red,N/A
85.39,76.54,36.96,23.55,53.69,N/A,5.21,31.80,Wheat,Loamy,Durum,N/A
81.34,35.80,91.77,37.81,93.29,N/A,4.66,389.46,Wheat,Sandy,Hard Red,N/A
17.02,59.61,44.88,39.90,67.59,N/A,4.97,328.33,Wheat,Silt,Hard Red,N/A
59.21,89.66,13.35,42.61,99.76,N/A,7.24,341.76,Wheat,Loamy,Soft Red,N/A
76.72,46.53,49.00,26.34,44.18,N/A,4.60,162.35,Wheat,Clay,Hard Red,N/A
106.87,87.41,17.92,16.89,42.81,N/A,8.19,93.13,Wheat,Sandy,Hard Red,N/A
53.89,79.09,94.79,33.49,91.22,N/A,6.84,166.07,Wheat,Clay,Durum,N/A
22.29,55.32,17.14,16.01,60.95,N/A,6.04,202.46,Wheat,Saline,Soft Red,N/A
12.01,63.50,25.93,17.15,62.03,N/A,5.37,291.23,Wheat,Clay,Hard Red,N/A
133.63,67.65,37.78,27.99,53.47,N/A,5.57,109.13,Wheat,Saline,Durum,N/A
131.40,58.01,67.73,22.84,30.05,N/A,7.29,39.58,Wheat,Sandy,Soft Red,N/A
118.81,66.27,88.33,32.36,73.42,N/A,7.70,81.06,Wheat,Clay,Soft Red,N/A
139.77,26.36,36.44,38.35,51.54,N/A,6.81,366.43,Wheat,Peaty,Hard Red,N/A
103.63,43.21,12.42,25.09,73.99,N/A,4.71,179.19,Wheat,Loamy,Hard Red,N/A
93.53,26.28,86.41,21.58,47.86,N/A,7.88,312.26,Wheat,Clay,Durum,N/A
46.11,38.34,19.42,27.72,38.11,N/A,5.64,54.38,Wheat,Loamy,Hard Red,N/A
147.55,14.27,40.41,14.54,70.44,N/A,5.44,387.06,Wheat,Sandy,Hard Red,N/A
44.35,73.16,79.68,19.66,92.17,N/A,6.13,122.72,Wheat,Clay,Soft Red,N/A
33.90,49.59,51.76,22.01,80.85,N/A,8.48,101.79,Wheat,Peaty,Hard Red,N/A
44.15,60.99,64.68,31.09,64.42,N/A,8.15,78.65,Wheat,Loamy,Hard Red,N/A
102.89,31.31,21.98,25.31,59.72,N/A,7.41,365.64,Wheat,Loamy,Durum,N/A
22.08,27.52,15.38,42.07,70.80,N/A,7.48,349.73,Wheat,Saline,Durum,N/A
42.32,70.55,62.11,12.25,68.25,N/A,5.63,110.05,Wheat,Loamy,Soft Red,N/A
56.95,82.14,27.32,30.57,79.95,N/A,5.59,119.40,Wheat,Silt,Hard Red,N/A
21.56,66.10,34.24,11.86,59.30,N/A,5.94,311.39,Wheat,Silt,Durum,N/A
94.41,74.79,13.08,13.24,62.98,N/A,7.47,80.82,Wheat,Saline,Durum,N/A
29.00,22.39,48.03,42.02,79.36,N/A,6.45,249.45,Wheat,Sandy,Durum,N/A
29.68,79.57,81.36,39.10,68.67,N/A,4.87,28.34,Wheat,Loamy,Hard Red,N/A
128.51,56.52,27.21,44.18,88.10,N/A,5.37,362.16,Wheat,Clay,Hard Red,N/A
119.41,83.38,36.21,29.83,80.52,N/A,6.05,242.73,Wheat,Loamy,Durum,N/A
144.58,28.82,25.64,22.90,58.50,N/A,5.50,386.93,Wheat,Saline,Soft Red,N/A
117.38,60.12,74.55,21.38,36.52,N/A,7.89,99.81,Wheat,Loamy,Durum,N/A
58.36,48.38,29.18,39.21,89.84,N/A,7.85,361.21,Wheat,Saline,Hard Red,N/A
141.58,49.24,91.01,26.16,65.76,N/A,8.28,27.31,Wheat,Loamy,Soft Red,N/A
32.79,65.06,12.19,20.87,33.52,N/A,6.98,202.07,Wheat,Clay,Hard Red,N/A
83.06,48.56,18.98,34.22,76.09,N/A,7.52,131.48,Wheat,Silt,Hard Red,N/A
132.35,16.05,65.37,13.88,51.18,N/A,5.82,105.11,Wheat,Loamy,Hard Red,N/A
106.67,67.45,68.41,35.74,99.01,N/A,5.22,312.74,Wheat,Loamy,Durum,N/A
109.06,88.51,73.38,26.78,51.87,N/A,5.37,70.83,Wheat,Clay,Hard Red,N/A
7.07,56.77,93.94,41.58,65.11,N/A,5.94,233.85,Wheat,Loamy,Hard Red,N/A
99.68,36.96,65.48,44.25,49.81,N/A,8.29,196.68,Wheat,Clay,Durum,N/A
93.81,77.07,47.65,25.02,71.21,N/A,5.73,225.19,Wheat,Silt,Soft Red,N/A
30.31,25.93,49.11,13.43,68.08,N/A,6.56,64.19,Wheat,Saline,Hard Red,N/A
8.34,87.66,92.87,37.62,47.06,N/A,6.63,291.48,Wheat,Loamy,Durum,N/A
85.79,11.09,22.27,20.26,67.39,N/A,8.42,30.63,Wheat,Peaty,Durum,N/A
63.62,5.15,25.43,13.54,73.94,N/A,5.56,326.27,Wheat,Loamy,Hard Red,N/A
9.11,27.30,30.99,43.88,39.87,N/A,5.17,292.00,Wheat,Saline,Durum,N/A
122.59,85.11,50.63,33.21,41.25,N/A,6.99,82.43,Wheat,Saline,Durum,N/A
80.43,16.17,16.80,26.22,74.48,N/A,4.93,168.72,Wheat,Silt,Soft Red,N/A
27.00,40.46,70.97,32.32,57.30,N/A,6.05,60.30,Wheat,Sandy,Soft Red,N/A
23.72,39.30,25.85,27.74,96.41,N/A,6.66,336.25,Wheat,Saline,Soft Red,N/A
58.02,86.39,77.62,32.19,50.02,N/A,6.00,180.43,Wheat,Loamy,Hard Red,N/A
99.31,61.65,26.24,15.04,88.99,N/A,5.11,357.53,Wheat,Sandy,Hard Red,N/A
123.36,72.33,13.94,14.66,46.99,N/A,4.88,366.70,Wheat,Saline,Soft Red,N/A
122.86,32.22,83.65,37.71,47.89,N/A,7.71,317.26,Wheat,Saline,Durum,N/A
11.29,89.01,38.10,20.04,58.89,N/A,7.21,169.17,Wheat,Silt,Soft Red,N/A
75.23,17.59,77.57,40.08,69.33,N/A,5.84,50.51,Wheat,Sandy,Durum,N/A
48.37,31.76,74.24,20.79,96.76,N/A,7.21,37.22,Wheat,Saline,Soft Red,N/A
149.98,6.69,82.26,24.41,42.77,N/A,7.92,314.11,Wheat,Clay,Durum,N/A
42.43,85.75,30.06,42.43,88.31,N/A,7.63,69.17,Wheat,Sandy,Durum,N/A
75.83,18.12,80.98,25.81,31.97,N/A,7.57,294.11,Wheat,Silt,Soft Red,N/A
99.88,71.32,26.98,22.26,81.27,N/A,6.71,356.33,Wheat,Saline,Soft Red,N/A
139.61,76.16,49.62,29.75,87.78,N/A,7.02,286.10,Wheat,Sandy,Soft Red,N/A
97.02,81.47,54.49,22.61,68.53,N/A,7.87,170.37,Wheat,Clay,Durum,N/A
82.00,11.60,19.43,10.17,90.46,N/A,7.23,394.97,Wheat,Loamy,Soft Red,N/A
129.37,89.86,41.76,35.66,46.13,N/A,8.38,58.47,Wheat,Saline,Soft Red,N/A
37.60,7.34,28.17,25.25,34.08,N/A,8.16,38.41,Wheat,Saline,Hard Red,N/A
21.54,70.10,66.40,32.39,58.42,N/A,8.13,316.55,Wheat,Loamy,Soft Red,N/A
100.30,59.81,92.17,12.23,68.30,N/A,5.57,160.33,Wheat,Peaty,Soft Red,N/A
136.69,58.07,75.56,27.44,42.67,N/A,4.51,363.71,Wheat,Clay,Durum,N/A
116.74,76.58,37.60,29.26,91.21,N/A,8.19,97.08,Wheat,Silt,Hard Red,N/A
146.79,55.73,99.37,44.32,33.52,N/A,8.49,231.57,Wheat,Saline,Durum,N/A
115.55,23.35,98.55,13.57,95.23,N/A,7.71,45.48,Wheat,Saline,Durum,N/A
74.12,52.02,76.77,31.34,88.30,N/A,6.04,262.16,Wheat,Sandy,Durum,N/A
76.73,35.42,63.03,14.04,60.68,N/A,6.06,37.22,Wheat,Saline,Soft Red,N/A
51.57,10.75,60.02,12.83,99.09,N/A,5.25,194.77,Wheat,Sandy,Durum,N/A
40.48,20.84,40.22,32.51,48.16,N/A,4.65,80.33,Wheat,Clay,Hard Red,N/A
57.32,87.96,56.38,39.92,63.57,N/A,5.58,196.14,Wheat,Silt,Durum,N/A
52.06,33.85,91.56,27.04,96.32,N/A,8.20,286.05,Wheat,Silt,Durum,N/A
81.76,71.18,89.11,36.69,33.39,N/A,4.70,296.16,Wheat,Clay,Soft Red,N/A
49.60,31.01,74.34,35.84,50.65,N/A,8.08,235.59,Wheat,Peaty,Hard Red,N/A
85.79,41.89,68.38,12.06,50.11,N/A,6.43,111.15,Wheat,Silt,Hard Red,N/A
6.90,16.96,44.19,32.69,77.79,N/A,4.60,281.08,Wheat,Sandy,Durum,N/A
119.20,70.87,63.14,42.84,85.24,N/A,6.32,231.26,Wheat,Peaty,Hard Red,N/A
124.84,57.15,23.95,23.27,74.63,N/A,6.06,74.66,Wheat,Sandy,Hard Red,N/A
136.73,62.79,58.15,30.28,45.18,N/A,6.06,73.14,Wheat,Clay,Soft Red,N/A
37.67,87.55,94.26,35.74,42.73,N/A,7.95,253.42,Wheat,Saline,Hard Red,N/A
78.34,75.39,68.46,26.13,49.23,N/A,6.73,390.44,Wheat,Clay,Hard Red,N/A
62.21,26.32,20.07,43.08,71.45,N/A,8.05,203.32,Wheat,Sandy,Soft Red,N/A
35.55,31.87,76.61,16.51,40.94,N/A,7.48,289.97,Wheat,Silt,Hard Red,N/A
92.79,81.58,48.22,13.65,33.54,N/A,7.04,217.54,Wheat,Clay,Soft Red,N/A
78.07,52.06,45.57,21.37,39.80,N/A,7.79,263.58,Wheat,Clay,Soft Red,N/A
25.95,39.18,55.55,30.37,41.12,N/A,5.76,340.06,Wheat,Sandy,Hard Red,N/A
40.24,89.11,33.51,42.51,74.43,N/A,7.52,71.78,Wheat,Peaty,Durum,N/A
109.18,88.51,28.05,41.25,34.19,N/A,6.19,398.64,Wheat,Sandy,Hard Red,N/A
84.09,27.65,68.28,38.85,61.25,N/A,5.53,312.29,Wheat,Clay,Soft Red,N/A
71.92,11.98,42.32,11.33,66.55,N/A,6.27,212.82,Wheat,Saline,Soft Red,N/A
138.95,21.89,11.90,21.78,47.13,N/A,5.44,198.69,Wheat,Silt,Hard Red,N/A
100.88,46.18,77.28,29.45,46.45,N/A,5.16,365.69,Wheat,Peaty,Durum,N/A
88.02,26.68,27.81,17.03,75.15,N/A,4.54,94.63,Wheat,Loamy,Durum,N/A
92.58,62.34,12.26,14.55,46.91,N/A,5.94,105.92,Wheat,Silt,Hard Red,N/A
26.38,69.81,65.28,26.12,70.18,N/A,6.55,129.09,Wheat,Sandy,Hard Red,N/A
114.40,69.94,31.59,14.69,82.85,N/A,5.51,302.29,Wheat,Sandy,Durum,N/A
103.19,19.40,91.57,29.85,81.60,N/A,5.71,46.78,Wheat,Silt,Hard Red,N/A
121.69,37.13,60.69,10.64,64.52,N/A,6.07,229.92,Wheat,Saline,Soft Red,N/A
39.13,76.31,52.70,17.59,39.51,N/A,5.22,89.04,Wheat,Clay,Hard Red,N/A
70.30,24.15,52.59,13.10,82.73,N/A,5.67,78.76,Wheat,Clay,Soft Red,N/A
37.14,59.86,24.87,42.01,59.95,N/A,8.37,211.47,Wheat,Peaty,Durum,N/A
140.99,20.56,38.61,17.48,83.13,N/A,6.13,69.14,Wheat,Saline,Durum,N/A
37.65,19.98,50.72,44.33,79.10,N/A,5.91,111.11,Wheat,Clay,Soft Red,N/A
126.14,71.03,39.43,16.30,44.90,N/A,5.40,305.44,Wheat,Saline,Soft Red,N/A
36.10,66.27,44.62,21.19,87.02,N/A,8.32,379.18,Wheat,Silt,Durum,N/A
24.56,36.18,98.86,44.38,32.50,N/A,6.23,128.20,Wheat,Peaty,Soft Red,N/A
53.04,81.02,89.15,17.32,45.81,N/A,5.87,260.95,Wheat,Silt,Durum,N/A
57.84,65.08,37.26,39.50,58.50,N/A,7.23,102.73,Wheat,Clay,Hard Red,N/A
94.00,56.78,60.22,31.48,62.90,N/A,8.05,265.74,Wheat,Sandy,Hard Red,N/A
77.76,16.50,92.76,39.26,73.81,N/A,5.08,112.96,Wheat,Loamy,Durum,N/A
140.10,52.20,36.30,26.23,38.56,N/A,6.89,84.90,Wheat,Loamy,Soft Red,N/A
83.08,66.61,95.49,41.89,96.14,N/A,6.37,209.43,Wheat,Saline,Hard Red,N/A
33.08,38.74,57.00,32.14,44.05,N/A,8.33,317.80,Wheat,Loamy,Hard Red,N/A
138.79,12.46,30.81,37.80,64.33,N/A,4.88,76.40,Wheat,Sandy,Durum,N/A
147.99,34.98,62.47,34.59,43.52,N/A,8.49,258.90,Wheat,Saline,Durum,N/A
32.92,80.81,15.95,27.60,95.67,N/A,5.22,375.73,Wheat,Saline,Durum,N/A
141.75,56.42,50.36,31.92,79.11,N/A,8.01,279.26,Wheat,Sandy,Hard Red,N/A
22.88,57.81,32.61,13.60,33.42,N/A,4.58,368.65,Wheat,Sandy,Durum,N/A
37.42,44.50,87.38,20.98,31.72,N/A,6.03,229.08,Wheat,Peaty,Hard Red,N/A
103.29,12.30,55.12,34.18,77.51,N/A,5.16,373.84,Wheat,Peaty,Durum,N/A
78.99,50.78,96.56,44.18,94.96,N/A,5.99,138.69,Wheat,Sandy,Durum,N/A
72.84,42.11,16.81,20.34,52.65,N/A,4.70,225.76,Wheat,Clay,Hard Red,N/A
74.87,65.76,80.37,11.98,39.87,N/A,7.33,156.77,Wheat,Saline,Soft Red,N/A
97.32,66.51,82.34,26.86,90.16,N/A,5.22,116.29,Wheat,Saline,Soft Red,N/A
72.88,6.07,27.04,18.18,49.97,N/A,7.21,20.71,Wheat,Saline,Hard Red,N/A
107.57,6.50,10.88,16.22,66.55,N/A,7.33,161.04,Wheat,Saline,Soft Red,N/A
52.55,69.95,81.11,36.61,94.32,N/A,6.74,341.55,Wheat,Silt,Durum,N/A
64.21,38.95,35.84,22.56,86.28,N/A,8.46,268.14,Wheat,Sandy,Soft Red,N/A
147.05,80.95,83.56,18.52,73.51,N/A,7.51,27.44,Wheat,Loamy,Soft Red,N/A
53.65,59.04,49.65,40.04,78.06,N/A,6.89,154.75,Wheat,Loamy,Durum,N/A
128.97,63.63,14.07,42.94,55.49,N/A,5.94,293.83,Wheat,Loamy,Hard Red,N/A
119.30,16.85,11.98,39.96,40.05,N/A,6.82,226.08,Wheat,Clay,Soft Red,N/A
62.34,54.15,78.67,38.97,70.36,N/A,7.69,204.89,Wheat,Silt,Hard Red,N/A
46.61,17.86,11.70,27.16,47.88,N/A,6.00,292.45,Wheat,Peaty,Durum,N/A
73.12,64.26,59.92,14.96,85.25,N/A,4.82,106.87,Wheat,Loamy,Soft Red,N/A
127.69,82.58,29.90,25.40,93.30,N/A,5.11,181.33,Wheat,Saline,Hard Red,N/A
61.69,56.26,29.95,28.18,91.20,N/A,7.88,48.22,Wheat,Sandy,Soft Red,N/A
84.41,53.76,23.07,15.28,49.19,N/A,5.44,213.38,Wheat,Sandy,Hard Red,N/A
45.70,46.39,66.59,39.85,56.71,N/A,4.95,75.62,Wheat,Saline,Hard Red,N/A
81.91,30.09,67.67,26.34,94.39,N/A,5.53,349.05,Wheat,Clay,Hard Red,N/A
61.16,83.31,90.27,19.37,42.86,N/A,8.02,114.70,Wheat,Sandy,Soft Red,N/A
113.73,37.63,85.94,31.13,83.14,N/A,6.39,398.44,Wheat,Peaty,Hard Red,N/A
93.31,58.18,84.63,14.49,96.51,N/A,4.88,95.64,Wheat,Sandy,Hard Red,N/A
23.75,5.36,78.87,28.95,93.28,N/A,7.35,181.57,Wheat,Saline,Durum,N/A
84.39,61.68,81.95,18.83,45.98,N/A,8.02,317.19,Wheat,Clay,Durum,N/A
146.49,30.92,38.85,41.09,95.74,N/A,6.68,91.64,Wheat,Sandy,Soft Red,N/A
149.43,78.67,54.54,43.45,62.18,N/A,6.22,366.62,Wheat,Silt,Durum,N/A
16.86,34.42,41.15,18.24,38.06,N/A,5.42,126.85,Wheat,Peaty,Hard Red,N/A
103.68,33.16,22.37,43.78,70.09,N/A,7.80,146.82,Wheat,Peaty,Durum,N/A
145.68,11.09,68.27,28.83,90.14,N/A,6.42,173.31,Wheat,Peaty,Hard Red,N/A
105.10,25.65,47.33,15.59,73.92,N/A,5.16,288.49,Wheat,Loamy,Hard Red,N/A
140.33,48.87,35.82,25.36,93.99,N/A,5.93,150.77,Wheat,Sandy,Durum,N/A
44.79,65.63,61.76,28.77,99.78,N/A,6.06,235.29,Wheat,Sandy,Soft Red,N/A
112.89,87.41,98.16,35.35,49.56,N/A,7.77,80.77,Wheat,Silt,Hard Red,N/A
149.95,78.87,79.01,24.55,40.08,N/A,5.18,255.01,Wheat,Clay,Hard Red,N/A
146.45,86.32,56.07,30.04,31.62,N/A,6.95,297.78,Wheat,Clay,Durum,N/A
73.78,21.37,91.51,31.46,71.26,N/A,7.17,363.58,Wheat,Saline,Soft Red,N/A
85.76,81.00,57.60,30.74,68.98,N/A,5.70,202.90,Wheat,Peaty,Soft Red,N/A
27.63,68.76,76.39,34.09,34.44,N/A,8.23,96.76,Wheat,Loamy,Durum,N/A
43.73,86.15,87.66,11.87,52.87,N/A,8.50,323.78,Wheat,Silt,Soft Red,N/A
100.69,88.57,84.39,17.03,61.24,N/A,8.11,207.54,Wheat,Silt,Hard Red,N/A
19.12,7.83,57.53,40.01,31.43,N/A,7.41,88.11,Wheat,Clay,Durum,N/A
13.28,30.61,83.05,42.01,87.39,N/A,4.67,93.76,Wheat,Silt,Hard Red,N/A
55.04,86.52,91.38,26.80,98.85,N/A,5.83,254.14,Wheat,Sandy,Durum,N/A
87.76,75.22,22.63,15.74,37.70,N/A,8.09,264.98,Wheat,Silt,Durum,N/A
132.79,89.68,82.81,12.45,31.09,N/A,7.29,312.42,Wheat,Peaty,Soft Red,N/A
53.17,17.22,42.01,24.53,35.76,N/A,4.57,30.83,Wheat,Peaty,Hard Red,N/A
72.30,32.13,39.44,15.58,63.68,N/A,5.42,33.21,Wheat,Clay,Soft Red,N/A
113.38,68.75,69.85,40.20,61.95,N/A,6.65,364.20,Wheat,Clay,Hard Red,N/A
22.97,69.29,16.43,35.84,57.10,N/A,7.10,268.12,Wheat,Clay,Hard Red,N/A
61.83,74.32,15.86,11.86,74.69,N/A,6.82,105.83,Wheat,Loamy,Soft Red,N/A
102.95,45.99,52.51,42.00,77.41,N/A,7.12,132.28,Wheat,Clay,Durum,N/A
12.39,15.98,70.79,11.10,41.98,N/A,7.83,377.48,Wheat,Saline,Hard Red,N/A
72.68,20.19,29.63,42.99,46.41,N/A,5.31,326.73,Wheat,Silt,Soft Red,N/A
94.01,52.49,48.81,10.72,75.30,N/A,5.96,186.34,Wheat,Sandy,Hard Red,N/A
100.42,48.34,67.40,22.13,97.67,N/A,7.63,305.77,Wheat,Sandy,Soft Red,N/A
126.76,50.48,27.60,15.03,57.96,N/A,6.22,396.65,Wheat,Loamy,Soft Red,N/A
27.13,6.67,84.29,33.47,36.61,N/A,7.63,206.45,Wheat,Peaty,Durum,N/A
53.46,41.21,15.47,24.35,98.92,N/A,7.65,156.02,Wheat,Peaty,Hard Red,N/A
146.15,83.79,94.83,43.20,30.02,N/A,7.24,298.49,Wheat,Sandy,Soft Red,N/A
120.91,6.95,84.76,38.69,43.65,N/A,5.82,331.38,Wheat,Peaty,Durum,N/A
141.85,77.64,91.90,38.15,62.95,N/A,7.34,71.91,Wheat,Peaty,Hard Red,N/A
131.74,59.45,62.36,44.76,47.26,N/A,8.18,234.98,Wheat,Clay,Durum,N/A
81.73,15.71,19.82,44.89,98.56,N/A,7.54,213.56,Wheat,Saline,Hard Red,N/A
131.46,59.72,77.66,36.48,52.70,N/A,6.98,324.43,Wheat,Saline,Soft Red,N/A
65.24,43.77,21.89,36.54,46.29,N/A,8.02,198.64,Wheat,Clay,Durum,N/A
36.19,68.10,68.94,29.81,31.72,N/A,6.05,298.38,Wheat,Sandy,Hard Red,N/A
37.11,72.08,71.97,13.36,30.34,N/A,8.13,216.55,Wheat,Loamy,Hard Red,N/A
48.00,6.14,71.43,21.31,64.49,N/A,6.48,378.71,Wheat,Sandy,Soft Red,N/A
129.54,77.67,88.91,21.92,85.10,N/A,5.92,110.37,Wheat,Silt,Soft Red,N/A
133.64,14.42,68.80,24.78,81.96,N/A,7.79,361.22,Wheat,Clay,Soft Red,N/A
44.81,83.99,40.72,36.88,62.04,N/A,6.20,241.92,Wheat,Clay,Hard Red,N/A
39.69,21.27,92.90,26.46,95.73,N/A,5.70,315.67,Wheat,Loamy,Hard Red,N/A
14.18,83.56,70.01,13.48,95.47,N/A,6.38,337.11,Wheat,Clay,Soft Red,N/A
60.39,44.18,86.56,13.89,97.01,N/A,7.84,194.33,Wheat,Peaty,Soft Red,N/A
62.87,84.44,85.94,37.92,46.86,N/A,6.23,200.63,Wheat,Peaty,Hard Red,N/A
15.33,68.52,79.79,40.22,39.66,N/A,8.09,318.25,Wheat,Saline,Durum,N/A
68.37,24.97,50.41,24.38,60.98,N/A,6.80,273.65,Wheat,Saline,Soft Red,N/A
52.47,73.94,52.15,26.29,62.43,N/A,6.58,208.50,Wheat,Silt,Durum,N/A
23.82,60.47,32.82,18.91,57.82,N/A,7.53,366.74,Wheat,Peaty,Soft Red,N/A
96.81,7.30,43.47,19.25,70.00,N/A,7.68,130.92,Wheat,Saline,Soft Red,N/A
103.88,6.25,75.62,18.98,55.08,N/A,5.18,239.64,Wheat,Loamy,Durum,N/A
145.07,58.80,10.77,10.40,90.79,N/A,6.88,165.80,Wheat,Clay,Durum,N/A
149.12,34.45,81.24,19.97,48.61,N/A,5.31,225.96,Wheat,Sandy,Durum,N/A
35.48,52.33,67.53,28.63,50.09,N/A,4.69,355.08,Wheat,Peaty,Durum,N/A
134.53,28.68,12.55,13.90,43.12,N/A,6.51,58.17,Wheat,Loamy,Hard Red,N/A
112.02,43.54,71.48,37.48,95.88,N/A,5.26,232.93,Wheat,Peaty,Hard Red,N/A
149.60,44.45,51.63,30.33,91.32,N/A,8.43,209.31,Wheat,Peaty,Durum,N/A
103.37,51.33,30.26,41.58,82.96,N/A,6.52,30.13,Wheat,Peaty,Hard Red,N/A
7.40,48.05,87.65,44.71,50.64,N/A,5.46,344.13,Wheat,Silt,Durum,N/A
79.52,82.62,88.70,41.04,91.28,N/A,5.52,28.14,Wheat,Saline,Durum,N/A
126.05,77.11,15.85,25.75,98.67,N/A,4.81,381.30,Wheat,Clay,Soft Red,N/A
72.98,68.77,76.45,35.59,51.82,N/A,7.50,51.57,Wheat,Sandy,Durum,N/A
129.96,81.94,42.29,15.95,60.56,N/A,8.38,335.68,Wheat,Loamy,Soft Red,N/A
33.12,71.66,24.45,37.56,56.76,N/A,5.78,340.35,Wheat,Saline,Hard Red,N/A
102.14,6.32,93.64,33.43,36.21,N/A,7.34,90.26,Wheat,Saline,Durum,N/A
140.38,84.19,96.34,18.52,42.29,N/A,8.23,49.94,Wheat,Loamy,Soft Red,N/A
83.64,48.76,90.93,13.62,64.97,N/A,5.55,46.00,Wheat,Silt,Hard Red,N/A
101.58,80.69,69.20,11.38,81.57,N/A,7.17,226.66,Wheat,Sandy,Hard Red,N/A
145.84,10.83,95.86,38.71,63.55,N/A,8.23,138.84,Wheat,Peaty,Soft Red,N/A
142.67,11.65,28.59,37.63,58.11,N/A,5.45,114.24,Wheat,Peaty,Soft Red,N/A
147.00,86.86,63.85,43.59,97.93,N/A,7.15,310.56,Wheat,Loamy,Durum,N/A
